,source_singular,country,country_total,country_pct,source_singular,sub_event_type,sub_event_type_total,sub_event_type_pct
1025,Daily Observer (Bangladesh),Bangladesh_majority,92,1.0,Daily Observer (Bangladesh),Peaceful_protest_majority,82,0.8913043478260869
1026,Diariodejerez,Spain_majority,19,1.0,Diariodejerez,Peaceful_protest_majority,18,0.9473684210526315
1027,Polesine24,Italy_majority,17,1.0,Polesine24,Peaceful_protest_majority,17,1.0
1028,Maribor Info,Slovenia_majority,11,1.0,Maribor Info,Peaceful_protest_majority,11,1.0
1029,Pakistan Observer,Pakistan_majority,16,1.0,Pakistan Observer,Peaceful_protest_majority,14,0.875
1030,La Razon (Spain),Spain_majority,50,1.0,La Razon (Spain),Peaceful_protest_majority,44,0.88
1031,Varese7press,Italy_majority,11,0.9166666666666666,Varese7press,Peaceful_protest_majority,11,0.9166666666666666
1032,Tvi 24,Portugal_majority,32,1.0,Tvi 24,Peaceful_protest_majority,30,0.9375
1033,El Universo (Ecuador),Ecuador_majority,51,0.8947368421052632,El Universo (Ecuador),Peaceful_protest_majority,54,0.9473684210526315
1034,La Estrella de Iquique,Chile_majority,29,1.0,La Estrella de Iquique,Peaceful_protest_majority,26,0.896551724137931
1035,Daily Post,United_Kingdom_majority,13,1.0,Daily Post,Peaceful_protest_majority,13,1.0
1036,Las Provincias,Spain_majority,70,1.0,Las Provincias,Peaceful_protest_majority,68,0.9714285714285714
1037,El Universal (Mexico),Mexico_majority,68,1.0,El Universal (Mexico),Peaceful_protest_majority,59,0.8676470588235294
1038,MiMorelia,Mexico_majority,52,1.0,MiMorelia,Peaceful_protest_majority,45,0.8653846153846154
1039,Belltower News,Germany_majority,91,1.0,Belltower News,Peaceful_protest_majority,77,0.8461538461538461
1040,State Times (India),India_majority,15,1.0,State Times (India),Peaceful_protest_majority,15,1.0
1041,Belfast Telegraph,United_Kingdom_majority,12,0.75,Belfast Telegraph,Peaceful_protest_majority,12,0.75
1042,El Heraldo (Ecuador),Ecuador_majority,13,1.0,El Heraldo (Ecuador),Peaceful_protest_majority,13,1.0
1043,New York Daily News,United_States_majority,11,1.0,New York Daily News,Peaceful_protest_majority,9,0.8181818181818182
1044,Vijesti,Montenegro_majority,16,1.0,Vijesti,Peaceful_protest_majority,15,0.9375
1045,Diario do Estado Goias,Brazil_majority,59,1.0,Diario do Estado Goias,Peaceful_protest_majority,58,0.9830508474576272
1046,Sputnik Latvia,Latvia_majority,13,1.0,Sputnik Latvia,Peaceful_protest_majority,9,0.6923076923076923
1047,Koha Jone,Albania_majority,45,0.9782608695652174,Koha Jone,Peaceful_protest_majority,38,0.8260869565217391
1048,Paris Match,France_majority,18,1.0,Paris Match,Peaceful_protest_majority,18,1.0
1049,L'Express,France_majority,15,0.6521739130434783,L'Express,Peaceful_protest_majority,20,0.8695652173913043
1050,La Stampa,Italy_majority,27,1.0,La Stampa,Peaceful_protest_majority,24,0.8888888888888888
1051,Tribuna Campeche,Mexico_majority,64,1.0,Tribuna Campeche,Peaceful_protest_majority,59,0.921875
1052,News.mn,Mongolia_majority,31,1.0,News.mn,Peaceful_protest_majority,19,0.6129032258064516
1053,Montsame Agency,Mongolia_majority,11,1.0,Montsame Agency,Peaceful_protest_majority,7,0.6363636363636364
1054,SAPO Portugal,Portugal_majority,12,1.0,SAPO Portugal,Peaceful_protest_majority,12,1.0
1055,Columbian,United_States_majority,17,1.0,Columbian,Peaceful_protest_majority,17,1.0
1056,La Voz de Michoacan,Mexico_majority,34,1.0,La Voz de Michoacan,Peaceful_protest_majority,28,0.8235294117647058
1057,Basnews,Iraq_majority,13,1.0,Basnews,Change_to_group_activity_majority,11,0.8461538461538461
1058,El Llanquihue,Chile_majority,34,1.0,El Llanquihue,Peaceful_protest_majority,25,0.7352941176470589
1059,Independent (Uganda),Uganda_majority,10,1.0,Independent (Uganda),Peaceful_protest_majority,6,0.6
1060,Caraota Digital,Venezuela_majority,64,1.0,Caraota Digital,Peaceful_protest_majority,61,0.953125
1061,Diario Cronica (Argentina),Argentina_majority,43,1.0,Diario Cronica (Argentina),Peaceful_protest_majority,40,0.9302325581395349
1062,WREG News Channel 3,United_States_majority,10,1.0,WREG News Channel 3,Peaceful_protest_majority,10,1.0
1063,Daily Regional Times (Pakistan),Pakistan_majority,263,1.0,Daily Regional Times (Pakistan),Peaceful_protest_majority,259,0.9847908745247148
1064,Baltimore Sun,United_States_majority,18,1.0,Baltimore Sun,Peaceful_protest_majority,16,0.8888888888888888
1065,Unuudur,Mongolia_majority,13,1.0,Unuudur,Peaceful_protest_majority,10,0.7692307692307693
1066,NBC5 (Fort Worth-Dallas),United_States_majority,10,1.0,NBC5 (Fort Worth-Dallas),Peaceful_protest_majority,10,1.0
1067,WNCT,United_States_majority,10,1.0,WNCT,Peaceful_protest_majority,9,0.9
1068,Press Telegram,United_States_majority,10,1.0,Press Telegram,Peaceful_protest_majority,10,1.0
1069,Tripura Chronicle,India_majority,10,1.0,Tripura Chronicle,Peaceful_protest_majority,8,0.8
1070,CCRTV - Catalunya Radio,Spain_majority,23,1.0,CCRTV - Catalunya Radio,Peaceful_protest_majority,22,0.9565217391304348
1071,Radio and Televizioni Shqiptar,Albania_majority,13,1.0,Radio and Televizioni Shqiptar,Peaceful_protest_majority,13,1.0
1072,ABC30 (Fresno),United_States_majority,10,1.0,ABC30 (Fresno),Peaceful_protest_majority,10,1.0
1073,La Voce Del NordEst,Italy_majority,19,1.0,La Voce Del NordEst,Peaceful_protest_majority,19,1.0
1074,IWJ,Japan_majority,22,1.0,IWJ,Peaceful_protest_majority,20,0.9090909090909091
1075,Confederazione Italiana Sindacati Lavoratori,Italy_majority,20,1.0,Confederazione Italiana Sindacati Lavoratori,Peaceful_protest_majority,19,0.95
1076,Faro De Vigo,Spain_majority,24,0.96,Faro De Vigo,Peaceful_protest_majority,24,0.96
1077,Glasgow Times,United_Kingdom_majority,11,1.0,Glasgow Times,Peaceful_protest_majority,11,1.0
1078,L'Unione Sarda,Italy_majority,11,1.0,L'Unione Sarda,Peaceful_protest_majority,9,0.8181818181818182
1079,Yucatan a la Mano,Mexico_majority,51,1.0,Yucatan a la Mano,Peaceful_protest_majority,47,0.9215686274509803
1080,WISN12,United_States_majority,19,1.0,WISN12,Peaceful_protest_majority,18,0.9473684210526315
1081,Gazzetta Di Modena,Italy_majority,11,1.0,Gazzetta Di Modena,Peaceful_protest_majority,11,1.0
1082,Red & Black,United_States_majority,17,1.0,Red & Black,Peaceful_protest_majority,17,1.0
1083,El Mundo (El Salvador),El_Salvador_majority,11,1.0,El Mundo (El Salvador),Peaceful_protest_majority,9,0.8181818181818182
1084,Interpressnews,Georgia_majority,35,1.0,Interpressnews,Peaceful_protest_majority,35,1.0
1085,Albanian Daily News,Albania_majority,41,0.9534883720930233,Albanian Daily News,Peaceful_protest_majority,36,0.8372093023255814
1086,Milwaukee Journal Sentinel,United_States_majority,11,1.0,Milwaukee Journal Sentinel,Peaceful_protest_majority,10,0.9090909090909091
1087,Nove Da Firenze,Italy_majority,24,1.0,Nove Da Firenze,Peaceful_protest_majority,23,0.9583333333333334
1088,Il Mattino Di Padova,Italy_majority,28,1.0,Il Mattino Di Padova,Peaceful_protest_majority,28,1.0
1089,El Nacional (Venezuela),Venezuela_majority,23,0.9583333333333334,El Nacional (Venezuela),Peaceful_protest_majority,17,0.7083333333333334
1090,Il Valore Italiano,Italy_majority,10,1.0,Il Valore Italiano,Peaceful_protest_majority,7,0.7
1091,Net Press (North Macedonia),North_Macedonia_majority,18,1.0,Net Press (North Macedonia),Peaceful_protest_majority,18,1.0
1092,El Austral Osorno,Chile_majority,30,1.0,El Austral Osorno,Peaceful_protest_majority,27,0.9
1093,8 Columnas,Mexico_majority,24,1.0,8 Columnas,Peaceful_protest_majority,23,0.9583333333333334
1094,Sega,Bulgaria_majority,24,1.0,Sega,Peaceful_protest_majority,20,0.8333333333333334
1095,Correio Braziliense,Brazil_majority,71,1.0,Correio Braziliense,Peaceful_protest_majority,67,0.9436619718309859
1096,ES Hoje,Brazil_majority,19,1.0,ES Hoje,Peaceful_protest_majority,19,1.0
1097,O Imparcial,Brazil_majority,11,1.0,O Imparcial,Peaceful_protest_majority,11,1.0
1098,KPBS,United_States_majority,15,1.0,KPBS,Peaceful_protest_majority,13,0.8666666666666667
1099,WESH2,United_States_majority,11,1.0,WESH2,Peaceful_protest_majority,11,1.0
1100,UNITE HERE Local 26,United_States_majority,11,1.0,UNITE HERE Local 26,Peaceful_protest_majority,11,1.0
1101,NO OLYMPICS 2020,Japan_majority,17,1.0,NO OLYMPICS 2020,Peaceful_protest_majority,16,0.9411764705882353
1102,King5,United_States_majority,27,1.0,King5,Peaceful_protest_majority,24,0.8888888888888888
1103,Newsday,United_States_majority,9,0.9,Newsday,Peaceful_protest_majority,9,0.9
1104,CBS58,United_States_majority,15,1.0,CBS58,Peaceful_protest_majority,14,0.9333333333333333
1105,Dnevnik.si,Slovenia_majority,10,1.0,Dnevnik.si,Peaceful_protest_majority,9,0.9
1106,Richmond News,Canada_majority,12,1.0,Richmond News,Peaceful_protest_majority,12,1.0
1107,Jurnal,Moldova_majority,19,1.0,Jurnal,Peaceful_protest_majority,16,0.8421052631578947
1108,India Today,India_majority,17,1.0,India Today,Peaceful_protest_majority,12,0.7058823529411765
1109,Honolulu Star-Advertiser,United_States_majority,14,1.0,Honolulu Star-Advertiser,Peaceful_protest_majority,13,0.9285714285714286
1110,Ak Zhaiyk,Kazakhstan_majority,19,1.0,Ak Zhaiyk,Peaceful_protest_majority,15,0.7894736842105263
1111,New Vision (Uganda),Uganda_majority,16,1.0,New Vision (Uganda),Peaceful_protest_majority,10,0.625
1112,Nova Makedonija,North_Macedonia_majority,11,1.0,Nova Makedonija,Peaceful_protest_majority,11,1.0
1113,Sicilia 24 ORE,Italy_majority,11,1.0,Sicilia 24 ORE,Peaceful_protest_majority,11,1.0
1114,Kathmandu Post,Nepal_majority,94,1.0,Kathmandu Post,Peaceful_protest_majority,81,0.8617021276595744
1115,Endstation Rechts,Germany_majority,23,1.0,Endstation Rechts,Peaceful_protest_majority,14,0.6086956521739131
1116,BFM,France_majority,13,1.0,BFM,Peaceful_protest_majority,10,0.7692307692307693
1117,Hartford Courant,United_States_majority,21,1.0,Hartford Courant,Peaceful_protest_majority,21,1.0
1118,Fox5 Atlanta,United_States_majority,14,1.0,Fox5 Atlanta,Peaceful_protest_majority,13,0.9285714285714286
1119,KNWA,United_States_majority,10,1.0,KNWA,Peaceful_protest_majority,10,1.0
1120,WCJB TV-20,United_States_majority,11,1.0,WCJB TV-20,Peaceful_protest_majority,11,1.0
1121,Zona Franca,Mexico_majority,36,1.0,Zona Franca,Peaceful_protest_majority,32,0.8888888888888888
1122,Diario Jornada,Argentina_majority,24,1.0,Diario Jornada,Peaceful_protest_majority,23,0.9583333333333334
1123,Riodoce,Mexico_majority,32,1.0,Riodoce,Peaceful_protest_majority,29,0.90625
1124,KOB4,United_States_majority,18,1.0,KOB4,Peaceful_protest_majority,15,0.8333333333333334
1125,Columbus Dispatch,United_States_majority,12,1.0,Columbus Dispatch,Peaceful_protest_majority,12,1.0
1126,Live 5 (Charleston),United_States_majority,12,1.0,Live 5 (Charleston),Peaceful_protest_majority,12,1.0
1127,Fox6 Milwaukee,United_States_majority,13,1.0,Fox6 Milwaukee,Peaceful_protest_majority,12,0.9230769230769231
1128,KION NewsChannel 5/46,United_States_majority,11,1.0,KION NewsChannel 5/46,Peaceful_protest_majority,10,0.9090909090909091
1129,Atlanta Journal Constitution,United_States_majority,24,1.0,Atlanta Journal Constitution,Peaceful_protest_majority,21,0.875
1130,Bergen Record,United_States_majority,18,1.0,Bergen Record,Peaceful_protest_majority,17,0.9444444444444444
1131,Times-Picayune,United_States_majority,13,1.0,Times-Picayune,Peaceful_protest_majority,13,1.0
1132,Globes,Israel_majority,38,1.0,Globes,Peaceful_protest_majority,35,0.9210526315789473
1133,Hawk,India_majority,12,1.0,Hawk,Peaceful_protest_majority,10,0.8333333333333334
1134,BDnews24,Bangladesh_majority,19,1.0,BDnews24,Peaceful_protest_majority,13,0.6842105263157895
1135,El Dia (Chile),Chile_majority,32,1.0,El Dia (Chile),Peaceful_protest_majority,24,0.75
1136,Diario San Rafael,Argentina_majority,33,1.0,Diario San Rafael,Peaceful_protest_majority,30,0.9090909090909091
1137,Central Maine,United_States_majority,16,1.0,Central Maine,Peaceful_protest_majority,16,1.0
1138,Akron Beacon Journal,United_States_majority,12,1.0,Akron Beacon Journal,Peaceful_protest_majority,11,0.9166666666666666
1139,George Herald (South Africa),South_Africa_majority,15,1.0,George Herald (South Africa),Peaceful_protest_majority,9,0.6
1140,La Nueva Espana,Spain_majority,38,1.0,La Nueva Espana,Peaceful_protest_majority,36,0.9473684210526315
1141,11 Alive,United_States_majority,16,1.0,11 Alive,Peaceful_protest_majority,15,0.9375
1142,El Diario (Colombia),Colombia_majority,12,1.0,El Diario (Colombia),Peaceful_protest_majority,11,0.9166666666666666
1143,Mediapool,Bulgaria_majority,24,1.0,Mediapool,Peaceful_protest_majority,20,0.8333333333333334
1144,Nottingham Post,United_Kingdom_majority,19,1.0,Nottingham Post,Peaceful_protest_majority,15,0.7894736842105263
1145,WHSV-TV3,United_States_majority,11,1.0,WHSV-TV3,Peaceful_protest_majority,10,0.9090909090909091
1146,Sputnik News Service,Ukraine_majority,10,0.9090909090909091,Sputnik News Service,Peaceful_protest_majority,8,0.7272727272727273
1147,WBTV,United_States_majority,11,1.0,WBTV,Peaceful_protest_majority,10,0.9090909090909091
1148,6ABC,United_States_majority,17,1.0,6ABC,Peaceful_protest_majority,17,1.0
1149,News Journal (Wilmington-DE),United_States_majority,10,1.0,News Journal (Wilmington-DE),Peaceful_protest_majority,10,1.0
1150,KATV7,United_States_majority,11,1.0,KATV7,Peaceful_protest_majority,11,1.0
1151,El Austral Temuco,Chile_majority,27,1.0,El Austral Temuco,Peaceful_protest_majority,19,0.7037037037037037
1152,Chanarcillo,Chile_majority,17,1.0,Chanarcillo,Peaceful_protest_majority,15,0.8823529411764706
1153,El Austral Valdivia,Chile_majority,18,1.0,El Austral Valdivia,Peaceful_protest_majority,11,0.6111111111111112
1154,Voice of Democracy (Cambodia),Cambodia_majority,10,1.0,Voice of Democracy (Cambodia),Peaceful_protest_majority,10,1.0
1155,Gazette (Colorado Springs),United_States_majority,10,1.0,Gazette (Colorado Springs),Peaceful_protest_majority,10,1.0
1156,NJdotcom,United_States_majority,28,1.0,NJdotcom,Peaceful_protest_majority,27,0.9642857142857143
1157,El Mercurio (Chile),Chile_majority,14,1.0,El Mercurio (Chile),Peaceful_protest_majority,13,0.9285714285714286
1158,El Heraldo (Colombia),Colombia_majority,30,0.967741935483871,El Heraldo (Colombia),Peaceful_protest_majority,25,0.8064516129032258
1159,New Haven Register,United_States_majority,10,1.0,New Haven Register,Peaceful_protest_majority,10,1.0
1160,APABIZ,Germany_majority,16,1.0,APABIZ,Peaceful_protest_majority,11,0.6875
1161,My Republica (Nepal),Nepal_majority,63,1.0,My Republica (Nepal),Peaceful_protest_majority,55,0.873015873015873
1162,Day (Norwich),United_States_majority,11,1.0,Day (Norwich),Peaceful_protest_majority,11,1.0
1163,24 Horas (Mexico),Mexico_majority,72,1.0,24 Horas (Mexico),Peaceful_protest_majority,54,0.75
1164,Gazzetta Di Mantova,Italy_majority,13,1.0,Gazzetta Di Mantova,Peaceful_protest_majority,13,1.0
1165,Rajdhani Daily,Nepal_majority,11,1.0,Rajdhani Daily,Peaceful_protest_majority,10,0.9090909090909091
1166,La Voce Di Rovigo,Italy_majority,14,1.0,La Voce Di Rovigo,Peaceful_protest_majority,14,1.0
1167,Larioja,Spain_majority,64,1.0,Larioja,Peaceful_protest_majority,64,1.0
1168,Diario Catarinense,Brazil_majority,33,1.0,Diario Catarinense,Peaceful_protest_majority,33,1.0
1169,Nuova Cosenza,Italy_majority,18,1.0,Nuova Cosenza,Peaceful_protest_majority,18,1.0
1170,Paschim Today,Nepal_majority,21,1.0,Paschim Today,Peaceful_protest_majority,16,0.7619047619047619
1171,Diario La Libertad,Colombia_majority,24,1.0,Diario La Libertad,Peaceful_protest_majority,17,0.7083333333333334
1172,IcWales,United_Kingdom_majority,14,1.0,IcWales,Peaceful_protest_majority,10,0.7142857142857143
1173,Nagarik,Nepal_majority,39,1.0,Nagarik,Peaceful_protest_majority,29,0.7435897435897436
1174,Detroit Free Press,United_States_majority,16,1.0,Detroit Free Press,Peaceful_protest_majority,14,0.875
1175,BASE,Kazakhstan_majority,20,1.0,BASE,Peaceful_protest_majority,18,0.9
1176,BCS Noticias,Mexico_majority,15,1.0,BCS Noticias,Peaceful_protest_majority,15,1.0
1177,Hoy - Diario Digital De Badajoz,Spain_majority,31,1.0,Hoy - Diario Digital De Badajoz,Peaceful_protest_majority,31,1.0
1178,El Dia,Spain_majority,19,0.95,El Dia,Peaceful_protest_majority,18,0.9
1179,El Nashra,Lebanon_majority,131,1.0,El Nashra,Peaceful_protest_majority,92,0.7022900763358778
1180,Murr TV,Lebanon_majority,146,1.0,Murr TV,Peaceful_protest_majority,100,0.684931506849315
1181,14 February Revolution Youth Coalition,Bahrain_majority,235,1.0,14 February Revolution Youth Coalition,Peaceful_protest_majority,230,0.9787234042553191
1182,Askar Shaigumarov,Kazakhstan_majority,12,1.0,Askar Shaigumarov,Peaceful_protest_majority,12,1.0
1183,WTNH Channel 8,United_States_majority,18,1.0,WTNH Channel 8,Peaceful_protest_majority,18,1.0
1184,Correio de Sergipe,Brazil_majority,10,1.0,Correio de Sergipe,Peaceful_protest_majority,10,1.0
1185,Ermek Narymbai,Kazakhstan_majority,31,1.0,Ermek Narymbai,Peaceful_protest_majority,30,0.967741935483871
1186,Jo 24,Jordan_majority,43,1.0,Jo 24,Peaceful_protest_majority,26,0.6046511627906976
1187,Info (Slovakia),Slovakia_majority,13,0.9285714285714286,Info (Slovakia),Peaceful_protest_majority,14,1.0
1188,Correio do Povo,Brazil_majority,39,1.0,Correio do Povo,Peaceful_protest_majority,39,1.0
1189,Pagina 24 Jalisco,Mexico_majority,18,1.0,Pagina 24 Jalisco,Peaceful_protest_majority,16,0.8888888888888888
1190,El Djoumhouria,Algeria_majority,10,1.0,El Djoumhouria,Peaceful_protest_majority,10,1.0
1191,La Arena,Argentina_majority,41,1.0,La Arena,Peaceful_protest_majority,40,0.975609756097561
1192,Khmer Times,Cambodia_majority,11,0.9166666666666666,Khmer Times,Peaceful_protest_majority,11,0.9166666666666666
1193,Financial Express (Bangladesh),Bangladesh_majority,16,1.0,Financial Express (Bangladesh),Peaceful_protest_majority,15,0.9375
1194,Zeta Tijuana,Mexico_majority,25,1.0,Zeta Tijuana,Peaceful_protest_majority,24,0.96
1195,Daily Times (Pakistan),Pakistan_majority,29,1.0,Daily Times (Pakistan),Peaceful_protest_majority,26,0.896551724137931
1196,Radio Tunisienne,Tunisia_majority,45,1.0,Radio Tunisienne,Peaceful_protest_majority,44,0.9777777777777777
1197,Islamic Republic News Agency,Iran_majority,25,1.0,Islamic Republic News Agency,Change_to_group_activity_majority,20,0.8
1198,Time8,India_majority,51,1.0,Time8,Peaceful_protest_majority,40,0.7843137254901961
1199,Express Tribune (Pakistan),Pakistan_majority,48,1.0,Express Tribune (Pakistan),Peaceful_protest_majority,43,0.8958333333333334
1200,Mehr News Agency,Iran_majority,22,1.0,Mehr News Agency,Peaceful_protest_majority,15,0.6818181818181818
1201,Wen Wei Po,China_majority,74,1.0,Wen Wei Po,Peaceful_protest_majority,64,0.8648648648648649
1202,Oregonian,United_States_majority,16,1.0,Oregonian,Peaceful_protest_majority,12,0.75
1203,Fox12 Oregon,United_States_majority,13,1.0,Fox12 Oregon,Peaceful_protest_majority,13,1.0
1204,Bangalore Mirror,India_majority,13,1.0,Bangalore Mirror,Peaceful_protest_majority,10,0.7692307692307693
1205,Bahrain Alyoum,Bahrain_majority,15,1.0,Bahrain Alyoum,Peaceful_protest_majority,12,0.8
1206,Granada Digital,Spain_majority,10,1.0,Granada Digital,Peaceful_protest_majority,10,1.0
1207,El Diario (Bolivia),Bolivia_majority,29,1.0,El Diario (Bolivia),Peaceful_protest_majority,23,0.7931034482758621
1208,KFI AM640,United_States_majority,12,1.0,KFI AM640,Peaceful_protest_majority,12,1.0
1209,ADHRB,Bahrain_majority,11,1.0,ADHRB,Peaceful_protest_majority,11,1.0
1210,Radio Wroclaw,Poland_majority,10,1.0,Radio Wroclaw,Peaceful_protest_majority,10,1.0
1211,India Blooms News Service,India_majority,8,0.8,India Blooms News Service,Mob_violence_majority,7,0.7
1212,La Gazzetta Del Mezzogiorno,Italy_majority,13,1.0,La Gazzetta Del Mezzogiorno,Peaceful_protest_majority,13,1.0
1213,Omroep Zeeland,Netherlands_majority,13,1.0,Omroep Zeeland,Peaceful_protest_majority,13,1.0
1214,La Verdad de Vargas,Venezuela_majority,12,1.0,La Verdad de Vargas,Peaceful_protest_majority,12,1.0
1215,Alagoas 24 Horas,Brazil_majority,19,1.0,Alagoas 24 Horas,Peaceful_protest_majority,16,0.8421052631578947
1216,Mtavari Arkhi,Georgia_majority,19,1.0,Mtavari Arkhi,Peaceful_protest_majority,16,0.8421052631578947
1217,Bradenton Herald,United_States_majority,12,1.0,Bradenton Herald,Peaceful_protest_majority,12,1.0
1218,Camboja News,Cambodia_majority,10,1.0,Camboja News,Peaceful_protest_majority,7,0.7
1219,RMF24,Poland_majority,31,1.0,RMF24,Peaceful_protest_majority,29,0.9354838709677419
1220,Il Fatto Quotidiano,Italy_majority,18,1.0,Il Fatto Quotidiano,Peaceful_protest_majority,16,0.8888888888888888
1221,WDSU,United_States_majority,10,1.0,WDSU,Peaceful_protest_majority,9,0.9
1222,Regio 7,Spain_majority,18,1.0,Regio 7,Peaceful_protest_majority,17,0.9444444444444444
1223,Siracusa Post,Italy_majority,17,1.0,Siracusa Post,Peaceful_protest_majority,17,1.0
1224,ROJ News,Iraq_majority,15,1.0,ROJ News,Peaceful_protest_majority,13,0.8666666666666667
1225,Diario El Tiempo,Venezuela_majority,27,1.0,Diario El Tiempo,Peaceful_protest_majority,26,0.9629629629629629
1226,FILCAMS,Italy_majority,10,1.0,FILCAMS,Peaceful_protest_majority,10,1.0
1227,An-Nahar,Lebanon_majority,105,1.0,An-Nahar,Peaceful_protest_majority,71,0.6761904761904762
1228,Meridio News,Italy_majority,17,1.0,Meridio News,Peaceful_protest_majority,16,0.9411764705882353
1229,El Diario de la Republica,Argentina_majority,24,1.0,El Diario de la Republica,Peaceful_protest_majority,22,0.9166666666666666
1230,Bolivia.com,Bolivia_majority,15,1.0,Bolivia.com,Peaceful_protest_majority,12,0.8
1231,Shems FM,Tunisia_majority,33,1.0,Shems FM,Peaceful_protest_majority,27,0.8181818181818182
1232,Africa Guinee,Guinea_majority,23,1.0,Africa Guinee,Violent_demonstration_majority,15,0.6521739130434783
1233,Radio Zamaneh,Iran_majority,12,1.0,Radio Zamaneh,Peaceful_protest_majority,10,0.8333333333333334
1234,El Massa,Algeria_majority,10,1.0,El Massa,Peaceful_protest_majority,10,1.0
1235,La Sexta TV,Spain_majority,23,1.0,La Sexta TV,Peaceful_protest_majority,22,0.9565217391304348
1236,Apple Daily Hong Kong,China_majority,13,1.0,Apple Daily Hong Kong,Peaceful_protest_majority,10,0.7692307692307693
1237,Indymedia (Germany),Germany_majority,79,0.9875,Indymedia (Germany),Peaceful_protest_majority,60,0.75
1238,Saga Shimbun,Japan_majority,12,1.0,Saga Shimbun,Peaceful_protest_majority,8,0.6666666666666666
1239,Avanti,Italy_majority,14,1.0,Avanti,Peaceful_protest_majority,14,1.0
1240,Diario De Navarra,Spain_majority,22,1.0,Diario De Navarra,Peaceful_protest_majority,19,0.8636363636363636
1241,Arbejderen,Denmark_majority,13,0.9285714285714286,Arbejderen,Peaceful_protest_majority,14,1.0
1242,Mural,Mexico_majority,14,1.0,Mural,Peaceful_protest_majority,9,0.6428571428571429
1243,Haber Ercis,Turkey_majority,49,1.0,Haber Ercis,Peaceful_protest_majority,38,0.7755102040816326
1244,Augsburger Allgemeine,Germany_majority,18,1.0,Augsburger Allgemeine,Peaceful_protest_majority,18,1.0
1245,Tasnim News Agency,Iran_majority,14,1.0,Tasnim News Agency,Change_to_group_activity_majority,11,0.7857142857142857
1246,Bako.com,United_States_majority,11,1.0,Bako.com,Peaceful_protest_majority,11,1.0
1247,La Gazzetta Di Reggio,Italy_majority,13,1.0,La Gazzetta Di Reggio,Peaceful_protest_majority,12,0.9230769230769231
1248,Kurir,North_Macedonia_majority,29,1.0,Kurir,Peaceful_protest_majority,28,0.9655172413793104
1249,Political Research Associates,United_States_majority,24,1.0,Political Research Associates,Peaceful_protest_majority,20,0.8333333333333334
1250,Live Sicilia,Italy_majority,15,1.0,Live Sicilia,Peaceful_protest_majority,13,0.8666666666666667
1251,Le Quotidien d'Oran,Algeria_majority,12,1.0,Le Quotidien d'Oran,Peaceful_protest_majority,11,0.9166666666666666
1252,El Liberal,Argentina_majority,26,1.0,El Liberal,Peaceful_protest_majority,23,0.8846153846153846
1253,Al Wafa,Bahrain_majority,14,1.0,Al Wafa,Peaceful_protest_majority,14,1.0
1254,CBS3 (Philadelphia),United_States_majority,16,1.0,CBS3 (Philadelphia),Peaceful_protest_majority,16,1.0
1255,Fox29,United_States_majority,14,1.0,Fox29,Peaceful_protest_majority,12,0.8571428571428571
1256,Caserta 24ore,Italy_majority,13,1.0,Caserta 24ore,Peaceful_protest_majority,12,0.9230769230769231
1257,Deschide,Moldova_majority,25,1.0,Deschide,Peaceful_protest_majority,21,0.84
1258,La Prensa (Panama),Panama_majority,26,1.0,La Prensa (Panama),Peaceful_protest_majority,22,0.8461538461538461
1259,AhlulBayt News Agency,Bahrain_majority,16,1.0,AhlulBayt News Agency,Peaceful_protest_majority,15,0.9375
1260,Argonaut,United_States_majority,20,1.0,Argonaut,Peaceful_protest_majority,20,1.0
1261,El Periodico Extremadura,Spain_majority,24,1.0,El Periodico Extremadura,Peaceful_protest_majority,24,1.0
1262,France Inter,France_majority,13,1.0,France Inter,Peaceful_protest_majority,13,1.0
1263,Emporda,Spain_majority,12,1.0,Emporda,Peaceful_protest_majority,12,1.0
1264,JFK21,Denmark_majority,19,1.0,JFK21,Peaceful_protest_majority,19,1.0
1265,Black Flag Movement,Israel_majority,680,1.0,Black Flag Movement,Peaceful_protest_majority,620,0.9117647058823529
1266,Polizei Berlin,Germany_majority,19,1.0,Polizei Berlin,Peaceful_protest_majority,14,0.7368421052631579
1267,Imedinews.ge,Georgia_majority,22,1.0,Imedinews.ge,Peaceful_protest_majority,21,0.9545454545454546
1268,Metro Seoul,South_Korea_majority,11,1.0,Metro Seoul,Peaceful_protest_majority,11,1.0
1269,Fox10 (Phoenix),United_States_majority,12,1.0,Fox10 (Phoenix),Peaceful_protest_majority,12,1.0
1270,TV Lux,Belgium_majority,11,1.0,TV Lux,Peaceful_protest_majority,11,1.0
1271,El Periodic,Spain_majority,10,1.0,El Periodic,Peaceful_protest_majority,10,1.0
1272,Nyasa Times (Malawi),Malawi_majority,13,1.0,Nyasa Times (Malawi),Peaceful_protest_majority,8,0.6153846153846154
1273,Il Messaggero,Italy_majority,13,1.0,Il Messaggero,Peaceful_protest_majority,13,1.0
1274,Lebanon Support,Lebanon_majority,20,1.0,Lebanon Support,Peaceful_protest_majority,17,0.85
1275,20minutos,Spain_majority,18,1.0,20minutos,Peaceful_protest_majority,15,0.8333333333333334
1276,St. Paul Pioneer Press,United_States_majority,10,1.0,St. Paul Pioneer Press,Peaceful_protest_majority,7,0.7
1277,Count Love,United_States_majority,483,1.0,Count Love,Peaceful_protest_majority,473,0.979296066252588
